transcript	pN	pS	dN	dS	mk.raw.p.value	mk.odds.ni	dos
rna-XM_012827333.2	4.0	4.0	1.0	1.0	1.0	1.0	0.0
rna-XM_012827337.2	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581840.1	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_031581076.1	14.0	11.0	1.0	4.0	0.3295019157088123	5.090909090909091	-0.36000000000000004
rna-XM_031581081.1	14.0	11.0	1.0	4.0	0.3295019157088123	5.090909090909091	-0.36000000000000004
rna-XM_031581080.1	14.0	11.0	1.0	4.0	0.3295019157088123	5.090909090909091	-0.36000000000000004
rna-XM_031581077.1	14.0	11.0	1.0	4.0	0.3295019157088123	5.090909090909091	-0.36000000000000004
rna-XM_031581078.1	14.0	11.0	1.0	4.0	0.3295019157088123	5.090909090909091	-0.36000000000000004
rna-XM_031581079.1	14.0	11.0	1.0	4.0	0.3295019157088123	5.090909090909091	-0.36000000000000004
rna-XM_012827339.2	3.0	14.0	0.0	0.0	1.0	nan	NA
rna-XM_012827322.2	0.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_012827327.2	4.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_012827328.2	4.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_012827342.2	2.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_012827346.2	3.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_012827345.2	3.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_012827344.2	3.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_031581699.1	2.0	1.0	1.0	4.0	0.4642857142857143	8.0	-0.4666666666666666
rna-XM_031581628.1	11.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_031581629.1	11.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_012827329.2	10.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_031581630.1	6.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_031582114.1	12.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_031582072.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031582115.1	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031582117.1	4.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_012827319.2	35.0	12.0	0.0	0.0	1.0	nan	NA
rna-XM_031582228.1	31.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_031582033.1	7.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_012826658.2	1.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_012826656.2	6.0	14.0	0.0	2.0	1.0	inf	-0.3
rna-XM_012826655.2	6.0	14.0	0.0	2.0	1.0	inf	-0.3
rna-XM_031581638.1	6.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_012826653.2	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_012826654.2	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_012826661.2	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_012826640.2	14.0	18.0	2.0	1.0	0.5819709702062643	0.3888888888888889	0.22916666666666663
rna-XM_012826642.2	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_012826641.2	3.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_031581475.1	6.0	15.0	2.0	7.0	1.0	1.4	-0.06349206349206349
rna-XM_031581478.1	5.0	15.0	2.0	6.0	1.0	1.0	0.0
rna-XM_031581477.1	5.0	15.0	2.0	6.0	1.0	1.0	0.0
rna-XM_031581476.1	5.0	15.0	2.0	6.0	1.0	1.0	0.0
rna-XM_012826601.2	2.0	4.0	2.0	1.0	0.5238095238095238	0.25	0.3333333333333333
rna-XM_031581795.1	4.0	9.0	0.0	1.0	1.0	inf	-0.3076923076923077
rna-XM_031581797.1	4.0	9.0	0.0	1.0	1.0	inf	-0.3076923076923077
rna-XM_031581796.1	4.0	9.0	0.0	1.0	1.0	inf	-0.3076923076923077
rna-XM_031581799.1	4.0	9.0	0.0	1.0	1.0	inf	-0.3076923076923077
rna-XM_012826598.2	5.0	6.0	1.0	3.0	0.6043956043956045	2.5	-0.20454545454545453
rna-XM_012826597.2	3.0	4.0	1.0	0.0	1.0	0.0	0.5714285714285714
rna-XM_012826616.2	5.0	23.0	2.0	2.0	0.2005005561735261	0.21739130434782608	0.3214285714285714
rna-XM_012826612.2	0.0	0.0	0.0	1.0	1.0	nan	NA
rna-XM_012826606.2	2.0	3.0	1.0	2.0	1.0	1.3333333333333333	-0.06666666666666671
rna-XM_012826605.2	1.0	3.0	0.0	2.0	1.0	inf	-0.25
rna-XM_031581086.1	6.0	28.0	1.0	2.0	0.4774774774774776	0.42857142857142855	0.15686274509803919
rna-XM_012826615.2	2.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_031581820.1	8.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_031581814.1	9.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_031581818.1	7.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_031581817.1	7.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_031581816.1	7.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_031581815.1	10.0	7.0	1.0	0.0	1.0	0.0	0.4117647058823529
rna-XM_031581819.1	9.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_031582118.1	4.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581575.1	29.0	14.0	3.0	3.0	0.40545899631402477	2.0714285714285716	-0.17441860465116277
rna-XM_012826580.2	18.0	7.0	1.0	1.0	0.5128205128205128	2.5714285714285716	-0.21999999999999997
rna-XM_012826579.2	18.0	7.0	1.0	1.0	0.5128205128205128	2.5714285714285716	-0.21999999999999997
rna-XM_031582259.1	5.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_012826614.2	5.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_031582255.1	23.0	23.0	2.0	0.0	0.49024822695035464	0.0	0.5
rna-XM_031582258.1	23.0	23.0	2.0	0.0	0.49024822695035464	0.0	0.5
rna-XM_031582256.1	23.0	23.0	2.0	0.0	0.49024822695035464	0.0	0.5
rna-XM_031582257.1	23.0	23.0	2.0	0.0	0.49024822695035464	0.0	0.5
rna-XM_031582260.1	2.0	3.0	0.0	3.0	0.4642857142857143	inf	-0.4
rna-XM_012826638.2	2.0	3.0	0.0	3.0	0.4642857142857143	inf	-0.4
rna-XM_031581786.1	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_031581785.1	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_031581787.1	2.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_031582266.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_012826607.2	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031582261.1	14.0	24.0	0.0	5.0	0.15560597466439782	inf	-0.3684210526315789
rna-XM_031582264.1	14.0	24.0	0.0	5.0	0.15560597466439782	inf	-0.3684210526315789
rna-XM_012826660.2	14.0	24.0	0.0	5.0	0.15560597466439782	inf	-0.3684210526315789
rna-XM_031582263.1	14.0	24.0	0.0	5.0	0.15560597466439782	inf	-0.3684210526315789
rna-XM_031582262.1	14.0	24.0	0.0	5.0	0.15560597466439782	inf	-0.3684210526315789
rna-XM_031582265.1	14.0	24.0	0.0	5.0	0.15560597466439782	inf	-0.3684210526315789
rna-XM_012826592.2	9.0	8.0	4.0	0.0	0.1311612364243943	0.0	0.47058823529411764
rna-XM_012826608.2	7.0	5.0	1.0	0.0	1.0	0.0	0.41666666666666663
rna-XM_012826609.2	12.0	4.0	3.0	1.0	1.0	1.0	0.0
rna-XM_012826611.2	2.0	4.0	3.0	3.0	1.0	0.5	0.16666666666666669
rna-XM_012826643.2	1.0	3.0	0.0	2.0	1.0	inf	-0.25
rna-XM_012826644.2	1.0	3.0	1.0	1.0	1.0	0.3333333333333333	0.25
rna-XM_012826591.2	1.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_012826590.2	5.0	15.0	0.0	1.0	1.0	inf	-0.25
rna-XM_012826649.2	5.0	4.0	1.0	1.0	1.0	1.25	-0.05555555555555558
rna-XM_012826648.2	3.0	5.0	0.0	1.0	1.0	inf	-0.375
rna-XM_031581303.1	6.0	6.0	0.0	1.0	1.0	inf	-0.5
rna-XM_031581302.1	23.0	27.0	0.0	0.0	1.0	nan	NA
rna-XM_031581300.1	28.0	27.0	0.0	0.0	1.0	nan	NA
rna-XM_031581301.1	27.0	26.0	0.0	0.0	1.0	nan	NA
rna-XM_012826587.2	5.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_031581803.1	4.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_012826651.2	8.0	10.0	0.0	2.0	0.49473684210526314	inf	-0.4444444444444444
rna-XM_012826652.2	1.0	4.0	0.0	1.0	1.0	inf	-0.2
rna-XM_031581544.1	1.0	4.0	0.0	1.0	1.0	inf	-0.2
rna-XM_031581791.1	2.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_031581790.1	3.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_012826624.2	15.0	2.0	7.0	5.0	0.09204372172887913	5.357142857142857	-0.2990196078431372
rna-XM_012826625.2	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_031581929.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_031581928.1	14.0	8.0	1.0	0.0	1.0	0.0	0.36363636363636365
rna-XM_012826623.2	15.0	8.0	1.0	0.0	1.0	0.0	0.34782608695652173
rna-XM_012826626.2	4.0	2.0	1.0	0.0	1.0	0.0	0.33333333333333337
rna-XM_031581930.1	4.0	2.0	1.0	0.0	1.0	0.0	0.33333333333333337
rna-XM_031581931.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031581927.1	24.0	26.0	1.0	0.0	0.4901960784313726	0.0	0.52
rna-XM_031581926.1	24.0	26.0	1.0	0.0	0.4901960784313726	0.0	0.52
rna-XM_031581525.1	25.0	51.0	5.0	2.0	0.0924927141900624	0.19607843137254902	0.38533834586466165
rna-XM_031581526.1	25.0	51.0	5.0	2.0	0.0924927141900624	0.19607843137254902	0.38533834586466165
rna-XM_031581527.1	25.0	51.0	5.0	2.0	0.0924927141900624	0.19607843137254902	0.38533834586466165
rna-XM_031581528.1	25.0	51.0	5.0	2.0	0.0924927141900624	0.19607843137254902	0.38533834586466165
rna-XM_012826584.2	6.0	5.0	1.0	1.0	1.0	1.2	-0.045454545454545414
rna-XM_012826583.2	6.0	4.0	0.0	1.0	0.4545454545454546	inf	-0.6
rna-XM_012826647.2	0.0	2.0	1.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_012826646.2	2.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_031581529.1	2.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_031581632.1	9.0	21.0	0.0	1.0	1.0	inf	-0.3
rna-XM_012826613.2	13.0	21.0	1.0	1.0	1.0	0.6190476190476191	0.11764705882352944
rna-XM_012826582.2	8.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_012826581.2	11.0	13.0	0.0	0.0	1.0	nan	NA
rna-XM_031581593.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031581594.1	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_031582140.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031582142.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031582227.1	8.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_012826629.2	12.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_012826632.2	3.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_012826634.2	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_012826635.2	1.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_031581537.1	2.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_012815745.2	0.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_012815747.2	0.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_012815746.2	0.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_012815748.2	0.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_031581505.1	6.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_012815740.2	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581506.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581503.1	54.0	54.0	2.0	4.0	0.6792830827092415	2.0	-0.16666666666666669
rna-XM_031581502.1	54.0	54.0	2.0	4.0	0.6792830827092415	2.0	-0.16666666666666669
rna-XM_031581504.1	50.0	55.0	2.0	4.0	0.6826979921397196	1.8181818181818181	-0.14285714285714285
rna-XM_012815721.2	5.0	3.0	1.0	2.0	0.5454545454545454	3.3333333333333335	-0.2916666666666667
rna-XM_031581049.1	4.0	3.0	1.0	2.0	1.0	2.6666666666666665	-0.23809523809523808
rna-XM_031581050.1	2.0	8.0	0.0	1.0	1.0	inf	-0.2
rna-XM_031581053.1	1.0	8.0	0.0	1.0	1.0	inf	-0.1111111111111111
rna-XM_031581054.1	2.0	8.0	0.0	1.0	1.0	inf	-0.2
rna-XM_031581051.1	4.0	4.0	0.0	1.0	1.0	inf	-0.5
rna-XM_031581055.1	2.0	4.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_031581449.1	7.0	5.0	0.0	2.0	0.46153846153846156	inf	-0.5833333333333334
rna-XM_031581450.1	6.0	5.0	0.0	2.0	0.4615384615384615	inf	-0.5454545454545454
rna-XM_012815726.2	7.0	5.0	0.0	2.0	0.46153846153846156	inf	-0.5833333333333334
rna-XM_031581452.1	6.0	5.0	0.0	2.0	0.4615384615384615	inf	-0.5454545454545454
rna-XM_031581446.1	7.0	5.0	0.0	2.0	0.46153846153846156	inf	-0.5833333333333334
rna-XM_031581447.1	7.0	5.0	0.0	2.0	0.46153846153846156	inf	-0.5833333333333334
rna-XM_031581448.1	7.0	5.0	0.0	2.0	0.46153846153846156	inf	-0.5833333333333334
rna-XM_012815756.2	0.0	12.0	0.0	3.0	1.0	nan	0.0
rna-XM_031581445.1	0.0	12.0	0.0	3.0	1.0	nan	0.0
rna-XM_031582048.1	27.0	38.0	2.0	3.0	1.0	1.0657894736842106	-0.015384615384615385
rna-XM_012815703.2	26.0	38.0	2.0	3.0	1.0	1.0263157894736843	-0.006249999999999978
rna-XM_031582052.1	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031582049.1	3.0	1.0	2.0	1.0	1.0	1.5	-0.08333333333333337
rna-XM_031582050.1	5.0	3.0	1.0	0.0	1.0	0.0	0.375
rna-XM_031581765.1	3.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581764.1	3.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031582190.1	6.0	2.0	4.0	0.0	0.515151515151515	0.0	0.25
rna-XM_012815742.2	5.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_012815762.2	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_012815723.2	0.0	2.0	1.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_031582143.1	9.0	18.0	3.0	3.0	0.6433537263626252	0.5	0.16666666666666669
rna-XM_012815757.2	4.0	5.0	1.0	1.0	1.0	0.8	0.05555555555555558
rna-XM_031581088.1	3.0	5.0	1.0	1.0	1.0	0.6	0.125
rna-XM_012815729.2	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_012815707.2	5.0	30.0	4.0	9.0	0.22801451671552625	0.375	0.16483516483516486
rna-XM_031581066.1	2.0	3.0	1.0	1.0	1.0	0.6666666666666666	0.09999999999999998
rna-XM_012815725.2	1.0	2.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_031581067.1	4.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_031582144.1	19.0	14.0	1.0	2.0	0.5742296918767507	2.7142857142857144	-0.2424242424242425
rna-XM_031581904.1	8.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_012815734.2	5.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_012815708.2	44.0	37.0	0.0	0.0	1.0	nan	NA
rna-XM_031582198.1	64.0	32.0	0.0	0.0	1.0	nan	NA
rna-XM_012815737.2	0.0	1.0	0.0	1.0	1.0	nan	0.0
rna-XM_031581542.1	7.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_012815763.2	0.0	3.0	0.0	2.0	1.0	nan	0.0
rna-XM_031582145.1	10.0	4.0	2.0	5.0	0.15882352941176475	6.25	-0.4285714285714286
rna-XM_031582146.1	14.0	2.0	2.0	1.0	0.42208462332301344	3.5	-0.20833333333333337
rna-XM_031582111.1	9.0	2.0	3.0	2.0	0.5467032967032966	3.0	-0.21818181818181825
rna-XM_012815736.2	9.0	2.0	3.0	2.0	0.5467032967032966	3.0	-0.21818181818181825
rna-XM_031582107.1	10.0	6.0	0.0	2.0	0.18300653594771243	inf	-0.625
rna-XM_031582106.1	10.0	6.0	0.0	2.0	0.18300653594771243	inf	-0.625
rna-XM_031582109.1	10.0	6.0	0.0	2.0	0.18300653594771243	inf	-0.625
rna-XM_031582108.1	10.0	6.0	0.0	2.0	0.18300653594771243	inf	-0.625
rna-XM_031582110.1	10.0	5.0	0.0	1.0	0.375	inf	-0.6666666666666666
rna-XM_031582113.1	20.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_012815753.2	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031582105.1	11.0	8.0	1.0	2.0	0.5714285714285714	2.75	-0.24561403508771934
rna-XM_012815752.2	10.0	8.0	1.0	2.0	0.5864661654135339	2.5	-0.22222222222222227
rna-XM_031582147.1	1.0	0.0	0.0	2.0	0.3333333333333333	inf	-1.0
rna-XM_012815760.2	0.0	5.0	1.0	2.0	0.375	0.0	0.3333333333333333
rna-XM_012815759.2	0.0	5.0	1.0	2.0	0.375	0.0	0.3333333333333333
rna-XM_031581131.1	0.0	5.0	1.0	2.0	0.375	0.0	0.3333333333333333
rna-XM_012815732.2	2.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_012815755.2	2.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_031582040.1	12.0	3.0	2.0	0.0	1.0	0.0	0.19999999999999996
rna-XM_012815735.2	7.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_012815751.2	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_012815768.2	3.0	1.0	2.0	3.0	0.5238095238095237	4.5	-0.35
rna-XM_031581829.1	13.0	13.0	7.0	6.0	1.0	0.8571428571428571	0.038461538461538436
rna-XM_031581835.1	1.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_012815724.2	1.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_031581836.1	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_012815728.2	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_012815727.2	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031581837.1	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581832.1	24.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_012815733.2	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581831.1	1.0	11.0	0.0	3.0	1.0	inf	-0.08333333333333333
rna-XM_031581830.1	1.0	11.0	0.0	3.0	1.0	inf	-0.08333333333333333
rna-XM_012815730.2	5.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031581833.1	8.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_012815754.2	5.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_031582148.1	10.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_031582149.1	17.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_031582150.1	9.0	2.0	1.0	0.0	1.0	0.0	0.18181818181818177
rna-XM_031582152.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031582153.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031582154.1	44.0	15.0	0.0	0.0	1.0	nan	NA
rna-XM_012815556.2	11.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_031581183.1	8.0	4.0	0.0	1.0	0.38461538461538464	inf	-0.6666666666666666
rna-XM_012815568.2	2.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_012815567.2	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_012815566.2	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_031581678.1	9.0	24.0	0.0	4.0	0.5535771065182828	inf	-0.2727272727272727
rna-XM_031581680.1	9.0	24.0	0.0	4.0	0.5535771065182828	inf	-0.2727272727272727
rna-XM_031581681.1	8.0	24.0	0.0	4.0	0.5550802139037434	inf	-0.25
rna-XM_031581679.1	9.0	24.0	0.0	4.0	0.5535771065182828	inf	-0.2727272727272727
rna-XM_031581682.1	8.0	20.0	0.0	4.0	0.54972191323693	inf	-0.2857142857142857
rna-XM_031581683.1	7.0	20.0	0.0	4.0	0.54972191323693	inf	-0.25925925925925924
rna-XM_031581737.1	26.0	6.0	1.0	2.0	0.12406417112299464	8.666666666666666	-0.4791666666666667
rna-XM_031581736.1	27.0	8.0	1.0	2.0	0.1635846372688478	6.75	-0.43809523809523815
rna-XM_031581735.1	28.0	8.0	1.0	2.0	0.15592515592515593	7.0	-0.4444444444444445
rna-XM_031582155.1	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_012815552.2	6.0	3.0	2.0	0.0	1.0	0.0	0.33333333333333337
rna-XM_012815565.2	1.0	2.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_012815564.2	1.0	2.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_031581507.1	1.0	2.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_031581508.1	1.0	2.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_012815560.2	2.0	4.0	0.0	2.0	1.0	inf	-0.3333333333333333
rna-XM_012815557.2	3.0	4.0	0.0	1.0	1.0	inf	-0.42857142857142855
rna-XM_031582156.1	3.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_012819269.2	18.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_031581784.1	5.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_012819308.2	1.0	9.0	0.0	0.0	1.0	nan	NA
rna-XM_012819281.2	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031581906.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_012819309.2	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_012819310.2	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581129.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_012819282.2	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_012819287.2	8.0	4.0	1.0	3.0	0.2615384615384616	6.0	-0.41666666666666663
rna-XM_031581128.1	8.0	4.0	1.0	3.0	0.2615384615384616	6.0	-0.41666666666666663
rna-XM_012819293.2	19.0	6.0	1.0	0.0	1.0	0.0	0.24
rna-XM_012819296.2	16.0	17.0	0.0	0.0	1.0	nan	NA
rna-XM_012819292.2	7.0	5.0	0.0	1.0	0.46153846153846156	inf	-0.5833333333333334
rna-XM_012819291.2	7.0	5.0	0.0	1.0	0.46153846153846156	inf	-0.5833333333333334
rna-XM_012819290.2	7.0	5.0	0.0	1.0	0.46153846153846156	inf	-0.5833333333333334
rna-XM_012819312.2	4.0	8.0	3.0	1.0	0.2615384615384615	0.16666666666666666	0.4166666666666667
rna-XM_012819288.2	3.0	4.0	0.0	2.0	0.5000000000000001	inf	-0.42857142857142855
rna-XM_031582158.1	11.0	3.0	1.0	0.0	1.0	0.0	0.2142857142857143
rna-XM_012819315.2	19.0	12.0	2.0	0.0	0.5227272727272727	0.0	0.3870967741935484
rna-XM_031581523.1	19.0	12.0	2.0	0.0	0.5227272727272727	0.0	0.3870967741935484
rna-XM_012819319.2	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_031581981.1	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_012819273.2	4.0	5.0	1.0	8.0	0.29411764705882354	6.4	-0.3333333333333333
rna-XM_031581804.1	1.0	4.0	2.0	2.0	0.523809523809524	0.25	0.3
rna-XM_012819286.2	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581990.1	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581665.1	15.0	7.0	2.0	2.0	0.5906354515050167	2.142857142857143	-0.18181818181818177
rna-XM_031581311.1	3.0	13.0	0.0	3.0	1.0	inf	-0.1875
rna-XM_012819298.2	3.0	13.0	0.0	3.0	1.0	inf	-0.1875
rna-XM_012819299.2	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_012819276.2	1.0	1.0	1.0	0.0	1.0	0.0	0.5
rna-XM_031581769.1	1.0	1.0	1.0	0.0	1.0	0.0	0.5
rna-XM_012819300.2	4.0	3.0	5.0	2.0	1.0	0.5333333333333333	0.1428571428571429
rna-XM_031581767.1	4.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_012819301.2	0.0	2.0	0.0	4.0	1.0	nan	0.0
rna-XM_012819303.2	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_012819304.2	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_031581770.1	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_031581771.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581773.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581774.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_012819279.2	3.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_012819280.2	3.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_031581989.1	1.0	0.0	0.0	1.0	1.0	inf	-1.0
rna-XM_031581988.1	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_012819285.2	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031581987.1	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_012819317.2	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_012819277.2	6.0	7.0	0.0	1.0	1.0	inf	-0.46153846153846156
rna-XM_031581352.1	16.0	11.0	0.0	2.0	0.19211822660098518	inf	-0.5925925925925926
rna-XM_012819278.2	16.0	11.0	0.0	2.0	0.19211822660098518	inf	-0.5925925925925926
rna-XM_012819314.2	6.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_031581843.1	5.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031581844.1	5.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031581842.1	4.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_031581845.1	5.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_031581700.1	6.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_031581702.1	4.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_031581701.1	6.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_031581609.1	35.0	12.0	0.0	0.0	1.0	nan	NA
rna-XM_031581607.1	35.0	12.0	0.0	0.0	1.0	nan	NA
rna-XM_031581608.1	35.0	12.0	0.0	0.0	1.0	nan	NA
rna-XM_031581611.1	28.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_031581613.1	28.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_031581612.1	28.0	10.0	0.0	0.0	1.0	nan	NA
rna-XM_012824749.2	9.0	4.0	0.0	0.0	1.0	nan	NA
